Review_ID,Restaurant_ID,ID,review_title,user_importance,user_name,user_rating,user_review
86-235,86,235,Poor,"5 Reviews , 9 Followers",Paluri Mahesh,2,food is not good
86-236,86,236,Poor,1 Review,Ramesh Pamidi,1,Worst biryani
86-237,86,237,Very Good,"1 Review , 3 Followers",QA Lead,4,good
86-238,86,238,Very Good,"2 Reviews , 1 Follower",Ramineni Dileep,4,Gud service at tis time tq zomato..
86-239,86,239,Average,"1 Review , 1 Follower",Venkat Konakanchi,3,low quantity not satisfied
86-240,86,240,Poor,"4 Reviews , 1 Follower",Karthikesh,1,not at time
86-241,86,241,Poor,1 Review,Srinu Nikku,2,good
86-242,86,242,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,really amazing taste I love it
86-243,86,243,Poor,"1 Review , 1 Follower",Vemula Saicharan,1,food is not good
86-244,86,244,Poor,"1 Review , 6 Followers",Ramesh Babu Ambala,1,"not good, very bad"
86-245,86,245,Very Good,"1 Review , 23 Followers",Ganpath Rao,4,good
86-246,86,246,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,awesome taste
86-247,86,247,Legendary,"5 Reviews , 2 Followers",Lakshmikantha Bonigala,5,tasty
86-248,86,248,Legendary,1 Review,Venkat Peketi,5,nice food
86-249,86,249,Poor,"1 Review , 7 Followers",Easwra Karthik,2,not satisfied
86-250,86,250,Legendary,"97 Reviews , 173 Followers",Sai Datta M,5,"The perfect place for 'I'm full but I still want Biryani'! Ordered it quite late in the night although I wasn't very hungry. The quantity came up to be just appropriate. Had only their Boneless Chkn Biryani and I absolutely loved it. Tender and juicy Chkn pieces with the freaking masala made it too awesome. Moreover, the prices are quite cheap!"
86-251,86,251,Average,"6 Reviews , 4 Followers",Raam Reddy,3,Chicken biryani is good well cooked with spices But disappointed with egg biryani it doesn’t taste like proper biryani they just dumped the boiled eggs in plain biryani rice and they gave us.... there is no spices in it never expected from the restaurant
86-252,86,252,Poor,"1 Review , 1 Follower",Rohit Kotha,1,there is no masala I got plain biryani Rice very few vegetables I was completely upset with ur food hope this could not repeat again
86-253,86,253,Average,"1 Review , 1 Follower",Nani Chowdary,3,"less quantity, very small Pieces, family pack serve only two people 😢"
86-254,86,254,Legendary,2 Reviews,Pavankumarbijjala388,5,good response
86-255,86,255,Poor,"1 Review , 1 Follower",Kumar Gautam,1,chicken biryani is not good. It is not fresh.
86-256,86,256,Legendary,"1 Review , 19 Followers",Srinivas Ganneveni,5,good delivery
86-257,86,257,Legendary,"2 Reviews , 1 Follower",K Thirupathi Reddy,5,super
86-258,86,258,Average,"3 Reviews , 2 Followers",Vijay,3,avg
86-259,86,259,Very Good,"5 Reviews , 1 Follower",Suman,4,Gud service.
86-260,86,260,Legendary,"1 Review , 1 Follower",Balraj83nd,5,Good delivery
86-261,86,261,Legendary,"5 Reviews , 26 Followers",Putta Krishna Reddy,5,good service
86-262,86,262,Average,"3 Reviews , 2 Followers",Saiprasadraju Battu,3,ok for the price paid
86-263,86,263,Poor,"2 Reviews , 1 Follower",Abinash Panigrahi,1,not that much good test
86-264,86,264,Legendary,5 Reviews,Boopender,5,good
86-265,86,265,Average,"5 Reviews , 1 Follower",Sai Ram,3,Good! but It will be better if they provide 2eggs. The Biryani was not spicy one. little taste is lacking.
86-266,86,266,Poor,"3 Reviews , 1 Follower",T.karthik Yadav,1,Worst food and not delivered on time
86-267,86,267,Legendary,"1 Review , 5 Followers",Nitin Yella,5,Not bad
86-268,86,268,Poor,"1 Review , 1 Follower",Rajasekhar Mandla,1,wrost biryani I never had in Hyderabad. tasteless :(
86-269,86,269,Legendary,"1 Review , 1 Follower",Veeravenkatasrinivasreddy Pamuluri,5,its good delivery
86-270,86,270,Very Good,"1 Review , 1 Follower",Nyamathulla Shaik,4,good
86-271,86,271,Poor,"2 Reviews , 57 Followers",M.rajeev Reddy,2,I found chicken in egg biryani
86-272,86,272,Very Good,"2 Reviews , 1 Follower",Kiran,4,good service...
86-273,86,273,Poor,"1 Review , 1 Follower",Kumar Gaurav,1,The food was very spicy. We order regularly feom this restaurant. Every time the biryani is good. But today's biryani aaz looking likea mixture of spices
86-274,86,274,Legendary,"4 Reviews , 2 Followers",Sarkar Milton,5,Supper delivery
86-275,86,275,Legendary,"5 Reviews , 5 Followers",Milton Sarkar,5,Supper delivery
86-276,86,276,Legendary,"1 Review , 1 Follower",Veena Gayatri,5,Delivery is fast
86-277,86,277,Poor,"2 Reviews , 13 Followers",Pavankumar Chinnannagari,1,very very bad
86-278,86,278,Poor,"1 Review , 1 Follower",Salman Baig,1,"worst food, will Never order again"
86-279,86,279,Poor,"1 Review , 3 Followers",Likhith Reddy,1,the delivery boy took the money even though I made online payment.he is a fraud!
86-280,86,280,Very Good,"3 Reviews , 8 Followers",Madhubabu Mamidi,4,good
86-281,86,281,Very Good,"5 Reviews , 1 Follower",Rravi.d.c.e,4,it's good valued for rate
86-282,86,282,Poor,"3 Reviews , 1 Follower",ADITYA KUMAR,1,worst
86-283,86,283,Very Good,"5 Reviews , 2 Followers",Gvinodkumar Kumar,4,very tasty
86-284,86,284,Poor,"2 Reviews , 1 Follower",Harshi Bokka,1,food was not tastey at all..
86-285,86,285,Legendary,"1 Review , 1 Follower",Yashwanth,5,Very tasty and premium quality swadish
86-286,86,286,Average,"4 Reviews , 2 Followers",Rathnababu,3,Biryani normal
86-287,86,287,Poor,2 Reviews,Killer Bee,1,"the taste is not good it's worth less , I won't prefer Zomato next , taste is very bad. take action it's waste of my money. refund my money it's worth less taste"
86-288,86,288,Legendary,"2 Reviews , 1 Follower",Shiva Akula,5,nice
86-289,86,289,Legendary,"25 Reviews , 6 Followers",Karishma Sunkara,5,amazing I am in love with this food really tasty it been like my 20 th order in last 1 month
86-290,86,290,Poor,"1 Review , 1 Follower",Nani,1,"Worst food, worst package, bad quality, less quantity"
86-291,86,291,Poor,"7 Reviews , 65 Followers",Sathya Sripathi,1,"I don't understand why do restaurants like these exist too, when they are not interested in doing business. The service is pathetic and their food is horrible. I definitely feel zomato should do some quality check before approving restaurants like the just biriyani."
86-292,86,292,Very Good,"2 Reviews , 5 Followers",Manoj Kumar,4,good
86-293,86,293,Poor,"1 Review , 5 Followers",Amar Jyothi,2,egg biryani was bad
86-294,86,294,Poor,"1 Review , 1 Follower",Sandeep Gowd,1,The worst Biryani in Hyderabad. You guys deserve it. Its worth 50rs
86-295,86,295,Very Good,"5 Reviews , 2 Followers",Srinath,4,good
86-296,86,296,Poor,"2 Reviews , 33 Followers",Sabavath Suresh,2,was too late
86-297,86,297,Average,"1 Review , 1 Follower",Tahera.sk345,3,okay good .
86-298,86,298,Very Good,"1 Review , 1 Follower",Laxman94,4,nice food
86-299,86,299,Legendary,"1 Review , 1 Follower",Sai Kiran Smart,5,good
86-300,86,300,Legendary,"2 Reviews , 1 Follower",Vijay Kumar,5,good quality
